# SITE INFORMATION #
description,state,latitude,longitude,timezone,install,horizontalDatum,verticalDatum,verticalAccuracy,elevationMethod,tzOffset,activeFlag,type,responsibility,agencyRegion,siteid,elevation
Colorado River Below Interstate Bridge,AZ,33.6006,-114.5497,US/Mountain,,,,0,,,,stream,,LC,biblc,
# SERIES DATA #
Site,Site ID,Parameter,Date,Value,Units
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-08 00:00:00,5809.25,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-07 00:00:00,6431.42,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-06 00:00:00,6578,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-05 00:00:00,7084.25,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-04 00:00:00,5958.25,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-03 00:00:00,3779.42,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-02 00:00:00,4904.17,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-01 00:00:00,6113.54,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-10-31 00:00:00,6709.29,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-10-30 00:00:00,7071.71,cubic feet per second
